Titles,Labels
Model Reduction Near Periodic Orbits of Hybrid Dynamical Systems,math.DS
Non-Veech surfaces in H^hyp(4) are generic,math.DS
Typicality of recurrence for Lorentz gases,math.DS
Non-Fragility and Partial Controllability of Multi-Agent Systems,math.DS
"A Comparison Between the Stability Properties in a DDE Model for
  Leukemia and the Modified Fractional Counterpart",math.DS
Averaging almost periodic functions along exponential sequences,math.DS
"Continuous orbit equivalence, flow equivalence of Markov shifts and
  circle actions on Cuntz--Krieger algebras",math.DS
"Synergistic Dynamic Theory of Complex Coevolutionary Systems:
  Disentangling Nonlinear Spatiotemporal Controls on Precipitation",math.DS
Geometry of Dynamical Systems,math.DS
Mathematical modeling of physical capital using the spatial Solow model,math.DS
"Parabolic curves of diffeomorphisms asymptotic to formal invariant
  curves",math.DS
Weak containment of measure preserving group actions,math.DS
Self-intersection of foliated cycles on complex manifolds,math.DS
Normalization in Lie algebras via mould calculus and applications,math.DS
"Identical phase oscillator networks: bifurcations, symmetry and
  reversibility for generalized coupling",math.DS
Lagrangian reduction of discrete mechanical systems by stages,math.DS
Dynamics of Coupled Maps in Heterogeneous Random Networks,math.DS
"One-Dimensional Birth-Death Process and DelbrÌ_ck-Gillespie Theory of
  Mesoscopic Nonlinear Chemical Reactions",math.DS
Regularity of weak foliations for thermostats,math.DS
Order in Binary Sequences and the Routes to Chaos,math.DS
Higher Order Game Dynamics,math.DS
Gibbs and equilibrium measures for some families of subshifts,math.DS
Operator splitting for nonautonomous delay equations,math.DS
The Moduli Space of Polynomial Maps and Their Fixed-Point Multipliers,math.DS
On symmetries and conserved quantities in Nambu mechanics,math.DS
Turbulence in Fluid and Plasma: Search for a New Paradigm,math.DS
"Unidirectional Pinning and Hysteresis of Spatially Discordant Alternans
  in Cardiac Tissue",math.DS
Random noble means substitutions,math.DS
"Higher-dimensional multifractal value sets for conformal infinite graph
  directed Markov systems",math.DS
"Massless geodesics in $AdS_5\times Y(p,q)$ as a superintegrable system",math.DS
Continued fraction digit averages an Maclaurin's inequalities,math.DS
"A Wiener Lemma for the discrete Heisenberg group: Invertibility criteria
  and applications to algebraic dynamics",math.DS
"Geometric hypoelliptic Laplacian and orbital integrals (after Bismut,
  Lebeau and Shen)",math.DS
Gelfand pairs and strong transitivity for Euclidean buildings,math.DS
A monad measure space for logarithmic density,math.DS
Commutator criteria for strong mixing II. More general and simpler,math.DS
Bounded Berezin-Toeplitz operators on the Segal-Bargmann space,math.FA
Vector-valued stochastic delay equations - a semigroup approach,math.FA
Rank-One Decomposition of Operators and Construction of Frames,math.FA
Complex interpolation of spaces of operators on l_1,math.FA
Rank-One Decomposition of Operators and Construction of Frames,math.FA
Uniform lamda-adjustment and mu-approximation in Banach spaces,math.FA
"An amenable, radical Banach algebra",math.FA
Numerical Range and Quasi-Sectorial Contractions,math.FA
Inequalities for convolutions of functions on commutative hypergroups,math.FA
Aluthge transforms of weighted shifts on directed trees,math.FA
Reeb graph and quasi-states on the two-dimensional torus,math.FA
Spectral multipliers for Laplacians with drift on Damek-Ricci spaces,math.FA
Separating maps between commutative Banach algebras,math.FA
Function spaces not containing $\ell_{1}$,math.FA
Hankel operators on Fock spaces and related Bergman kernel estimates,math.FA
"Weak and strong type estimates for fractional integral operators on
  Morrey spaces in metric measure spaces",math.FA
A direct proof that $\ell_\infty^{(3)}$ has generalized roundness zero,math.FA
Factoring a quadratic operator as a product of two positive contractions,math.FA
"A closed formula for subexponential constants in the multilinear
  Bohnenblust--Hille inequality",math.FA
"Boundedness of sublinear operators on weighted Morrey spaces and
  applications",math.FA
Isometries between groups of invertible elements in Banach algebras,math.FA
Polyhedrality in Pieces,math.FA
A class of second order dilation invariant inequalities,math.FA
Discrete double-porosity models,math.FA
"A multiplicative property characterizes quasinormal composition
  operators in $L^2$-spaces",math.FA
Irregular Shearlet Frames: Geometry and Approximation Properties,math.FA
"Weak convergence theorems for equilibrium problems and generalized
  Hybrid mappings",math.FA
On the joint spectral radius of a nilpotent Lie algebra of matrices,math.FA
A generalisation of Mirsky's singular value inequalities,math.FA
"Sharp Lorentz estimates for dyadic-like maximal operators and related
  Bellman functions",math.FA
A non-unital algebra has UUNP iff its unitization has UUNP,math.FA
Complex interpolation of variable Triebel-Lizorkin spaces,math.FA
Regular Fredholm Pairs,math.FA
Spectrally reasonable measures,math.FA
The chain rule for $\mathcal F$-differentiation,math.FA
"On the boundedness of singular integrals in Morrey spaces and its
  preduals",math.FA
A quasiconformal composition problem for the Q-spaces,math.FA
"The Drazin spectrum of tensor product of Banach algebra elements and
  elementary operators",math.FA
"On Some Dissimilarities Between Banach algebras and Banach algebras with
  Bicomplex Scalars",math.FA
"The CarathÌ©odory-FejÌ©r Interpolation Problems and the von-Neumann
  Inequality",math.FA
"On weakly locally uniformly rotund norms which are not locally uniformly
  rotund",math.FA
Limit properties in a family of quasi-arithmetic means,math.FA
Phase retrieval,math.FA
"Littlewood-Paley decompositions and Besov spaces related to symmetric
  cones",math.FA
"Explicit formulas for $C^{1,1}$ Glaeser-Whitney extensions of 1-fields
  in Hilbert spaces",math.FA
On the discrete spectrum of non-analytic matrix-valued Friedrichs model,math.FA
"Quasi-compactness and absolutely continuous kernels, applications to
  Markov chains",math.FA
Finite sums of commutators,math.FA
How to construct wavelets on local fields of positive characteristic,math.FA
Polynomials with and without determinantal representations,math.FA
"A T1 criterion for Hermite-Calderon-Zygmund operators on the BMO_H(R^n)
  space and applications",math.FA
The Maximal C*-Algebra of Quotients as an Operator Bimodule,math.FA
Minimal and maximal $p$-operator space structures,math.FA
"Real-Variable Characterizations Of Hardy Spaces Associated With Bessel
  Operators",math.FA
"On the connected component of compact composition operators on the Hardy
  space",math.FA
"The Schur transformation for Nevanlinna functions: operator
  representations, resolvent matrices, and orthogonal polynomials",math.FA
Chaotic Banach algebras,math.FA
Bourgain's discretization theorem,math.FA
On some inequality of Hermite-Hadamard type,math.FA
"Spectral Nevanlinna-Pick problem and weak extremals in the symmetrized
  bidisc",math.FA
"On Shift Harnack Inequalities for Subordinate Semigroups and Moment
  Estimates for LÌ©vy Processes",math.FA
1-bounded entropy and regularity problems in von Neumann algebras,math.FA
"A shorter proof of a result by Potapov and Sukochev on Lipschtiz
  functions on $S^p$",math.FA
On the Monge-Kantorovich problem with additional linear constraints,math.FA
Gram matrices of reproducing kernel Hilbert spaces over graphs,math.FA
"Abel averages and holomorphically pseudo-contractive maps in Banach
  spaces",math.FA
Isometric isomorphism of the annihilator of $C_0(G)$ in $LUC(G)^*$,math.FA
The Radial Lemma of Strauss in the Context of Morrey Spaces,math.FA
Truncated Toeplitz operators of finite rank,math.FA
"The Constrained Krasnosel'skii Formula for Parabolic Differential
  Inclusions",math.FA
Discrete Subproduct Systems and Word Systems,math.FA
Every sum system is divisible,math.FA
Orthonormal bases of regular wavelets in spaces of homogeneous type,math.FA
"Inferring Interaction Rules From Observations of Evolutive Systems I:
  The Variational Approach",math.FA
Infinite-dimensional Grassmann-Banach algebras,math.FA
The invertibility of 2X2 operator matrices,math.FA
Connection between Different Function Theories in Clifford Analysis,math.FA
"Weak boundedness of CalderÌ_n-Zygmund operators on noncommutative
  $L_1$-spaces",math.FA
"$N(p, q, s)$-type spaces in the unit ball of $C_n$",math.FA
Hardy spaces of vector-valued Dirichlet series,math.FA
"Multiple positive solutions for Kirchhoff type problems involving
  concave and critical nonlinearities in ${R}^3$",math.FA
Stabilizers and orbits of smooth functions,math.FA
"Topological algebras of locally solid vector subspaces of order bounded
  operators",math.FA
Coordinate formalism on Hilbert manifolds,math.FA
"Helmholtz theorem for nondifferentiable Hamiltonian systems in the
  framework of Cresson's quantum calculus",math.FA
"Stability of equilibrium under constraints: Role of second-order
  constrained derivatives",math.FA
Asymptotic Behavior of Linear Almost Periodic Differential Equations,math.FA
Quantum Expanders and Geometry of Operator Spaces,math.FA
A Bott periodicity proof for real graded $C^\ast$-algebras,math.FA
"Coupling property and gradient estimates of LÌ©vy processes via the
  symbol",math.FA
Riemann--Hilbert approach to the time-dependent generalized sine kernel,math.FA
"Bakry-Ìämery curvature-dimension condition and Riemannian Ricci
  curvature bounds",math.FA
"Construction of a Sturm-Liouville vessel using Gelfand-Levitan theory.
  On solution of the Korteweg-de Vries equation in the first quadrant",math.FA
"Factorization in $SL_n(R)$ with elementary matrices when $R$ is the disk
  algebra and the Wiener algebra",math.FA
"Partial difference equations over compact Abelian groups, II:
  step-polynomial solutions",math.FA
A $q$-linear analogue of the plane wave expansion,math.FA
The Sine Transform of Isotropic Measures,math.FA
On subspaces of invariant vectors,math.FA
On fixed point planar algebras,math.FA
"Drift-diffusion equations on domains in $\mathbb{R}^d$: essential
  self-adjointness and stochastic completeness",math.FA
On Ramsey Numbers,math.GM
"A Pair of Smarandachely Isotopic Quasigroups and Loops of the Same
  Variety",math.GM
Non-Archimedean stochastic processes on non-Archimedean manifolds,math.GM
Diffeomorphisms of the closed unit disc converging to the identity,math.GM
A Generalized Numeration Base,math.GM
On the decomposition of $n!$ into primes,math.GM
"A Unifying Approach to Quaternion Adaptive Filtering: Addressing the
  Gradient and Convergence",math.GM
"Representation and Superposition of Discrete Functions and Equations
  with Parameterized Operations",math.GM
Ising Problem on Simple Cubic Lattice,math.GM
"The Transform of a line of Desargues Affine Plane in an additive Group
  of its Points",math.GM
"Sublattices of lattices of order-convex sets, II. Posets of finite
  length",math.GM
"The problem of the least prime number in an arithmetic progression and
  its applications to Goldbach's conjecture",math.GM
N-Algebraic Structures and S-N-Algebraic Structures,math.GM
On power sets,math.GM
"""Non-strict"" l'Hospital-Type Rules for Monotonicity: Intervals of
  Constancy",math.GM
"Two Theorems on the structure of Pythagorean triples and some
  diophantine consequences",math.GM
"On the axioms of Leibniz algebroids associated to Nambu-Poisson
  manifolds",math.GM
Topological Integer Additive Set-Sequential Graphs,math.GM
Square Eulerian Quadruples,math.GM
On the Banach-Stone Theorem and the Manifold Topological Classification,math.GM
A note on the product of the conjugates of a polynomial,math.GM
A Class of Recursive Sets,math.GM
"Generalizations of Holder's and some related integral inequalities on
  fractal space",math.GM
"Non Existence of any Arithmetic Progression or Geometric Progression
  whose each term is a Palindrome",math.GM
"(m,n)-Semirings and a Generalized Fault Tolerance Algebra of Systems",math.GM
How to Define Global Lie Group Actions on Functions,math.GM
A note on the Hodge conjecture,math.GM
Beyond Uncountable,math.GM
"Unsolvable one-dimensional lifting problems for congruence lattices of
  lattices",math.GM
Deformation principle and problem of parallelism in geometry and physics,math.GM
Validation of a Model of the Domino Effect?,math.GM
The properties of the bordered matrix of symmetric block design,math.GM
Vectored Route-length Minimization - A Heuristic and An Open Conjecture,math.GM
The prisoners may be in two minds,math.GM
Two Person zero-sum fuzzy matrix games and extensions,math.GM
How to prove that some Bernoulli convolution has the weak Gibbs property,math.GM
Difficulties of the set of natural numbers,math.GM
Naive Philosophical Foundations,math.GM
Density preserving functions,math.GM
Hilbert-Polya conjecture and Generalized Riemann Hypothesis,math.GM
"Analysis of Riemann Zeta-Function Zeros using Pochhammer Polynomial
  Expansions",math.GM
"A Unifying Approach to Quaternion Adaptive Filtering: Addressing the
  Gradient and Convergence",math.GM
Fourier series and periodicity,math.GM
Generalization and Alternatives of Kaprekar's Routine,math.GM
Design of Optimal Regulators,math.GM
Algebroids and Jacobian conjecture,math.GM
Some Remarks on the Fermat Equation,math.GM
Rational trigonometry via projective geometric algebra,math.GM
A uniform refinement property for congruence lattices,math.GM
"Lattice points on the plane ax+by+cz=d and the diophantine system
  ax+by+cz=d ex+fy+gz=h",math.GM
"Beyond Goedel : Simply consistent constructive systems of first order
  Peano's Arithmetic that do not yield undecidable propositions by Goedel's
  reasoning",math.GM
"Pascal Pyramids, Pascal Hyper-Pyramids and a Bilateral Multinomial
  Theorem",math.GM
"Symbolic computation of the roots of any polynomial with integer
  coefficients",math.GM
The structure of tame minimal dynamical systems,math.GM
"Rigid and Non-Rigid Mathematical Theories: the Ring $\mathbb{Z}$ Is
  Nearly Rigid",math.GM
"Role of operator semirings in characterizing $ëÒ$-semirings in terms
  of fuzzy subsets",math.GM
Note on a Nonlinear Differential Equation,math.GM
Fourier Cosine and Sine Transform on fractal space,math.GM
An elementary proof of the robustness of the linear hyperbolic flows,math.GM
Thirty-Six Unsolved Problems in Number Theory,math.GM
"Global Estimation of the Cauchy Problem Solutions the Navier-Stokes
  Equation",math.GM
Note Integer Factoring Methods III,math.GM
"Heterogeneous ubiquitous systems in $\mathbb{R}^{d}$ and Hausdorff
  dimension",math.GM
"Structure of the Prime Distribution within the Sequence of Natural
  Numbers",math.GM
A Result for Orthogonal Plus Rank-1 Matrices,math.GM
Note Integer Factoring Methods III,math.GM
Tromino Tiling Deficient Cubes of Any Side Length,math.GM
Restricted linear properties of scalar product in T-geometry,math.GM
Automorphic equivalence of one-sorted algebras,math.GM
Extending Cantor Paradox,math.GM
The First Derivative of Ramanujans Cubic Continued Fraction,math.GM
"""Non-strict"" l'Hospital-Type Rules for Monotonicity: Intervals of
  Constancy",math.GM
"Hyperreal Waves on Transfinte, Terminated, Distortionless and Lossless,
  Transmission Lines",math.GM
Prime number logarithmic geometry on the plane,math.GM
Edge connectivity in graphs: an expansion theorem,math.GM
"The Development of a Hybrid Asymptotic Expansion for the Hardy Fuction
  Z(t), Consisting of Just [2*sqrt(2)-2]*sqrt(t/(2*pi)) Main Sum Terms, some
  17% less than the celebrated Riemann-Siegel Formula",math.GM
"Proof of generalized Riemann hypothesis for Dedekind zetas and Dirichlet
  L-functions",math.GM
N-Algebraic Structures and S-N-Algebraic Structures,math.GM
"Synthetic foundations of cevian geometry, I: Fixed points of affine maps
  in triangle geometry",math.GM
Multivector Functions of a Multivector Variable,math.GM
"Ray trajectories, binomial of a new type, and the binary system; on
  binomial distribution of the second (nonlinear) type for big binomial power",math.GM
"Multi-dimensional Meta-analysis for Assessment of Relationships between
  Asthma Rates and Particulate Air Pollution",math.GM
The general solution of Schrodigers differential equation,math.GM
"Improved approximation algorithm for solution of nonlinear partial
  differential equations",math.GM
Super Linear Algebra,math.GM
"The Riemann hypothesis - an elementary analytic approach based on
  complex Laplace transform",math.GM
Topological Integer Additive Set-Sequential Graphs,math.GM
Hexile Sieve Analysis of Prime and Composite Integers,math.GM
The non-trivial zeros of Riemann's zeta-function,math.GM
The Unexpected Fractal Signatures in Fibonacci chains,math.GM
A multi-space model for Chinese bids evaluation with analyzing,math.GM
Another Riemann-Farey Computation,math.GM
Large semilattices of breadth three,math.GM
On recent strategies proposed for proving the Riemann hypothesis,math.GM
"Critical points between varieties generated by subspace lattices of
  vector spaces",math.GM
"Ueber Eigenwerte, Integrale und pi^2/6: Die Idee der Spurformel (On
  eigenvalues, integrals and pi^2/6: The idea of the trace formula)",math.GM
"Remplissage De L'Espace Euclidien Par Des Complexes PolyÌädriques
  D'Orientation ImposÌäe Et De RotonditÌä Uniforme",math.GM
Hypergeometric solutions for third order linear ODEs,math.GM
Backward Optimized Orthogonal Matching Pursuit,math.GM
"Evaluating the exact infinitesimal values of area of Sierpinski's carpet
  and volume of Menger's sponge",math.GM
On a Fixed Point Theorem for a Cyclical Kannan-type Mapping,math.GN
On $C$-embedded subspaces of the Sorgenfrey plane,math.GN
Regular spaces of small extent are omega-resolvable,math.GN
Forbidden rectangles in compacta,math.GN
A controlled local-global theorem for simplicial complexes,math.GN
Neighborhood base at the identity of free paratopological groups,math.GN
PPF dependent fixed points in A-closed Razumikhin classes,math.GN
On chains in $H$-closed topological pospaces,math.GN
Selected results on selection principles,math.GN
Semitopological homomorphisms,math.GN
A topological description of the space of prime ideals of a monoid,math.GN
$P_{Z}(S)$-Metrics and $P_{Z}(S)$-Metric Spaces,math.GN
The compact strong Z-set property in a hyperspace of finite subsets,math.GN
A Generalization of the Stone Duality Theorem,math.GN
Ultraparacompactness and Ultranormality,math.GN
Proximate fixed property and operations,math.GN
When is a space Menger at infinity?,math.GN
"Convergence in strongly monotone systems with an increasing first
  integral",math.GN
Spaces of functions with countably many discontinuities,math.GN
Mapping degrees of self-maps of simply-connected manifolds,math.GN
Compact spaces of the first Baire class that have open finite degree,math.GN
Topologies induced by group actions,math.GN
Adjoint entropy vs Topological entropy,math.GN
"Trivial fibrations of the multiplication maps for monads generated by
  the functors of order-preserving and positively homogeneous functionals",math.GN
"FG-coupled fixed point theorems for contractive and generalized
  quasi-contractive mappings",math.GN
"Approximations and selections of multivalued mappings of
  finite-dimensional spaces",math.GN
"Tree duplicates, $G_ë«$-diagonals and Gruenhage spaces",math.GN
Weakly discontinuous and resolvable functions between topological spaces,math.GN
A group of isometries with non-closed orbits,math.GN
On the t-equivalence relation,math.GN
On complete metrizability of the Hausdorff metric topology,math.GN
Arcwise connectedness of the boundaries of connected self-similar sets,math.GN
On Hilbert's 13th Problem,math.GN
"Cofinality spectrum theorems in model theory, set theory and general
  topology",math.GN
Two Topological Uniqueness Theorems for Spaces of Real Numbers,math.GN
"Cofinality spectrum theorems in model theory, set theory and general
  topology",math.GN
Preserving the LindelÌ¦f property under forcing extensions,math.GN
On the existence of kings in continuous tournaments,math.GN
The Roelcke compactification of groups of homeomorphisms,math.GN
Productively LindelÌ¦f spaces and the covering property of Hurewicz,math.GN
"Hyperspace of convex compacta of nonmetrizable compact convex subspaces
  of locally convex spaces",math.GN
The Collins-Roscoe mechanism and D-spaces,math.GN
On Hilbert's 13th Problem,math.GN
Prime Ends and Local Connectivity,math.GN
"Luzin and Sierpiãski sets, some nonmeasurable subsets of the plane and
  additive properties on the line",math.GN
A remark on $ë_$-locally closed sets,math.GN
Some questions about the dimension of a group action,math.GN
"Selections, Paraconvexity and PF-normality",math.GN
Compactification of a map which is mapped to itself,math.GN
Nonexistence of linear operators extending Lipschitz (pseudo)metric,math.GN
Non-productive duality properties of topological groups,math.GN
Extraordinary dimension theories generated by complexes,math.GN
Prime Ends and Local Connectivity,math.GN
Scattered Subsets of Groups,math.GN
Bihomogeneity of solenoids,math.GN
Urysohn's metrization theorem for higher cardinals,math.GN
"Uniformly convex subsets of the Hilbert space with modulus of convexity
  of the second order",math.GN
"Representation of spectrums of $C^{\ast}$-algebras of bounded functions
  in terms of filters",math.GN
Cellularity of free products of Boolean algebras (or topologies),math.GN
Shift-preserving maps on $ìä^*$,math.GN
"A Correspondence Between Distances and Embeddings for Manifolds: New
  Techniques for Applications of the Abstract Boundary",math.GN
On homeomorphisms with the two-sided limit shadowing property,math.GN
Partitions of unity,math.GN
"Descriptive Proximities I: Properties and interplay between classical
  proximities and overlap",math.GN
Spaces with fibered approximation property in dimension $n$,math.GN
On fundamental groups of quotient spaces,math.GN
"On the action of the group of isometries on a locally compact metric
  space",math.GN
Metric characterization of connectedness for topological spaces,math.GN
"Lindelof spaces which are indestructible, productive, or D",math.GN
"(Metrically) quarter-stratifiable spaces and their applications in the
  theory of separately continuous functions",math.GN
A short proof of nonhomogeneity of the pseudo-circle,math.GN
Closed-Constructible functions are Piece-Wise Closed,math.GN
Non-separable Hilbert manifolds of continuous mappings,math.GN
A note on the metrizability of spaces,math.GN
On totally disconnected generalised Sierpinski carpets,math.GN
Scale function vs Topological entropy,math.GN
Pointwise convergence of partial functions: The Gerlits-Nagy Problem,math.GN
Constructions of round fold maps on $C^{\infty}$ bundles,math.GN
Equivalence of $\mathbb{Z}_{4}$-actions on handlebodies of genus $g$,math.GN
Topological stability of continuous functions with respect to averagings,math.GN
Lipschitz equivalence of self-similar sets with touching structures,math.GN
Foliations with all non-closed leaves on non-compact surfaces,math.GN
"Strong topologies for spaces of smooth maps with infinite-dimensional
  target",math.GN
Enriched closure spaces as a novel framework for domain theory,math.GN
Simply Connected 3-Manifolds with a Dense Set of Ends of Specified Genus,math.GN
Bounded distortion homeomorphisms on ultrametric spaces,math.GN
On homology of complements of compact sets in Hilbert Cube,math.GN
Brushing the hairs of transcendental entire functions,math.GN
"Generalized Bohr compactification and model-theoretic connected
  components",math.GN
"Measure-preserving homeomorphisms of noncompact manifolds and mass flow
  toward ends",math.GN
Cycle decompositions: from graphs to continua,math.GN
Space guaranteeing a primitive chaotic behavior,math.GN
Wilder continua and their subfamilies as coanalytic absorbers,math.GN
Uniform structures and Berkovich spaces,math.GN
Countable tightness and $\mathfrak G$-bases on Free topological groups,math.GN
Common fixed points via $ëÈ$-sequences in $G$-metric spaces,math.GN
On the weak and pointwise topologies in function spaces,math.GN
SPM Bulletin 15,math.GN
Groups of uniform homeomorphisms of covering spaces,math.GN
"Poc Sets, Median Algebras and Group Actions",math.GN
Embeddings between partially commutative groups: two counterexamples,math.GR
On subgroups of R.Thompson's group F and other diagram groups,math.GR
"Permanent properties of amenable, transitive and faithful actions",math.GR
"Identities and quasiidentities in the lattice of overcommutative
  semigroup varieties",math.GR
Regular completions of Z^n-free groups,math.GR
Co-contractions of Graphs and Right-angled Artin Groups,math.GR
Dimension of elementary amenable groups,math.GR
Parasurface groups,math.GR
"Commensurated subgroups, semistability and simple connectivity at
  infinity",math.GR
Largeness of LERF and 1-relator groups,math.GR
Metabelian Wreath Products Are LERF,math.GR
On groups whose geodesic growth is polynomial,math.GR
"Simple extensions of reflection subgroups of primitive complex
  reflection groups",math.GR
Dimension of elementary amenable groups,math.GR
Direct factors of profinite completions and decidability,math.GR
"Towards the Classification of Finite Simple Groups with exactly Three or
  Four Supercharacter Theories",math.GR
Solvable groups satisfying the two-prime hypothesis II,math.GR
Almost split Kac-Moody groups over ultrametric fields,math.GR
Unimodularity of Invariant Random Subgroups,math.GR
On $\CYRSH$-rigidity of groups of order $p^6$,math.GR
"On the structure of groups, possessing Carter subgroups of odd order",math.GR
Non-vanishing elements in finite groups,math.GR
An asymmetric generalisation of Artin monoids,math.GR
"A countable series of bisimple $\mathcal{H}$-trivial finitely presented
  congruence-free monoids",math.GR
Geometric embedding properties of Bestvina-Brady subgroups,math.GR
Zeta functions of finite Schreier graphs and their zig zag products,math.GR
On the Congruence Subgroup Problem for integral group rings,math.GR
"Simplicity of some twin tree automorphism groups with trivial
  commutation relations",math.GR
Search problems in groups and branching processes,math.GR
On the radicals of exponential Lie groups,math.GR
Almost Engel finite and profinite groups,math.GR
Locally Maximal Product-free Sets of Size 3,math.GR
"Representations of relatively free profinite semigroups, irreducibility,
  and order primitivity",math.GR
On minimal non-$CL$-groups,math.GR
The scale function and lattices,math.GR
Metrics and embeddings of generalizations of Thompson's group F,math.GR
Diagram groups and directed 2-complexes: homotopy and homology,math.GR
Products of conjugacy classes in SU(2),math.GR
"Geometry and Dynamics of Discrete Isometry Groups of Higher Rank
  Symmetric Spaces",math.GR
On the center of a compact group,math.GR
Braid pictures for Artin groups,math.GR
Braid Groups are Linear,math.GR
Almost Congruence Extension Property for subgroups of free groups,math.GR
Galois Theory for a Class of Complete Modular Lattices,math.GR
An algebraic approach to representations of the permutation group,math.GR
"Abelian groups with a $p^2$-bounded subgroup, revisited",math.GR
"Primitive groups, road closures, and idempotent generation",math.GR
The relative second Fox and third dimension subgroup of arbitrary groups,math.GR
"An almost full embedding of the category of graphs into the category of
  abelian groups",math.GR
"Galois cohomology of reductive algebraic groups over the field of real
  numbers",math.GR
On Enumeration of Conjugacy Classes of Coxeter Elements,math.GR
"Cannon-Thurston maps for Coxeter groups including affine special
  subgroups",math.GR
The Haagerup property is stable under graph products,math.GR
"Cohomology of Artin groups of type tilde{A}_n, B_n and applications",math.GR
Toroidal Fullerenes with the Cayley Graph Structures,math.GR
Diophantine Geometry over Groups IX: Envelopes and Imaginaries,math.GR
Cellular covers of cotorsion-free modules,math.GR
A Subgroup Theorem for Homological Filling Functions,math.GR
Surface quotients of hyperbolic buildings,math.GR
Climbing elements in finite coxeter groups,math.GR
$C^\ast$-simple groups without free subgroups,math.GR
Conjugacy growth of finitely generated groups,math.GR
Vertex Cuts,math.GR
Realisation and dismantlability,math.GR
A unified proof of the Howe-Moore property,math.GR
The Hochschild-Serre property for some p-adic analytic group actions,math.GR
Spinors and essential dimension,math.GR
Fundamental Groups of Random Clique Complexes,math.GR
"A geometric construction of Mathon's perp-system from four lines of
  PG(5,3)",math.GR
The geometry of elation groups of a finite projective space,math.GR
Cartan coherent configurations,math.GR
"A small normal generating set for the handlebody subgroup of the Torelli
  group",math.GR
On a measurable analogue of small topological full groups,math.GR
Antichains and counterpoint dichotomies,math.GR
"Crystallographic groups and flat manifolds from complex reflection
  groups",math.GR
"Commensurability and arithmetic equivalence for orthogonal
  hypergeometric monodromy groups",math.GR
A characterization of 2-dimensional Cayley graphs on dihedral groups,math.GR
Extended Wreath Products,math.GR
On the number of principal ideals in d-tonal partition monoids,math.GR
Sard Property for the endpoint map on some Carnot groups,math.GR
Arithmetic Aspects of Bianchi Groups,math.GR
Eilenberg swindles and higher large scale homology of products of trees,math.GR
On sequentially h-complete groups,math.GR
A local characterization of Kazhdan projections and applications,math.GR
Orders of elements in finite quotients of Kleinian groups,math.GR
Bacterial phylogeny in the Cayley graph,math.GR
Noncommutative Shift-Invariant Spaces,math.GR
Dynamics of hyperbolic iwips,math.GR
"Besicovitch Covering Property on graded groups and applications to
  measure differentiation",math.GR
Assouad-Nagata dimension of connected Lie groups,math.GR
Mapping Class Groups do not have Kazhdan's Property (T),math.GR
Coxeter polytopes with a unique pair of non-intersecting facets,math.GR
The transposition distance for phylogenetic trees,math.GR
Motzkin monoids and partial Brauer monoids,math.GR
Equivariant embeddings of trees into hyperbolic spaces,math.GR
"Small partial Latin squares that embed in an infinite group but not into
  any finite group",math.GR
Universality of single qudit gates,math.GR
Super-Golden-Gates for PU(2),math.GR
From Entanglement Witness to Generalized Catalan Numbers,math.GR
Enumerating submodules invariant under an endomorphism,math.GR
Quandles and Lefschetz Fibrations,math.GT
"Connected components of the space of circle-valued Morse functions on
  surfaces",math.GT
A Combinatorial Model for the Teichmuller Metric,math.GT
"Positive Dehn Twist Expressions for Some Elements of Finite Order in the
  Mapping Class Group",math.GT
Homology cobordism and classical knot invariants,math.GT
A property of diagrams of the trivial knot,math.GT
Combinatorial Heegaard Floer homology and nice Heegaard diagrams,math.GT
Isomorphisms and Homeomorphisms of a Class of Graphs and Spaces,math.GT
On the realization of Riemannian symmetric spaces in Lie groups II,math.GT
Logarithmic knot invariants arising from restricted quantum groups,math.GT
On Vassiliev invariants of order two for string links,math.GT
The vanishing of the contact invariant in the presence of torsion,math.GT
Self-intersection numbers of curves on the punctured torus,math.GT
"On various TeichmÌ_ller spaces of a surface of infinite topological
  type",math.GT
"A counterexample to Question 1 of ""A survey on the Turaev genus of
  knots""",math.GT
Heegaard splittings of 3--manifolds (Haifa 2005): Problems,math.GT
Core curves of triangulated solid tori,math.GT
"A counterexample to the simple loop conjecture for PSL(2,R)",math.GT
Braid equivalence in 3-manifolds with rational surgery description,math.GT
A birationality result for character varieties,math.GT
Splittings of von Neumann rho-invariants of knots,math.GT
Splittings of von Neumann rho-invariants of knots,math.GT
"Kauffman brackets, character varieties, and triangulations of surfaces",math.GT
A spectral sequence on lattice homology,math.GT
"Arc index of pretzel knots of type $(-p,q,r)$",math.GT
Wrinkled Embeddings,math.GT
Filtering smooth concordance classes of topologically slice knots,math.GT
Self-intersection numbers of curves in the doubly-punctured plane,math.GT
A neural network approach to predicting and computing knot invariants,math.GT
Rational manifold models for duality groups,math.GT
"Scaling universalities of kth-nearest neighbor distances on closed
  manifolds",math.GT
2-torsion in the grope and solvable filtrations of knots,math.GT
Proof of the volume conjecture for torus knots,math.GT
Coarse homology of leaves,math.GT
Simple Closed Geodesics in Hyperbolic 3-Manifolds,math.GT
"Towards a version of Markov's theorem for ribbon torus-links in
  $\mathbb{R}^4$",math.GT
"Right-angled Coxeter groups with n-dimensional Sierpiãski compacta as
  boundaries",math.GT
An Orchard Theorem,math.GT
"Commutators, Lefschetz fibrations and the signatures of surface bundles",math.GT
